url,address,name,online_order,book_table,Dining(rate),Delivery(rate),Dining(votes),Delivery(votes),phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city)
https://www.zomato.com/mumbai/wow-momo-kharghar-navi-mumbai/order,"Shop 19, Plot 28, Ground Floor, Bhoomi Towers, Sector 4, Kharghar, Navi Mumbai",WOW! Momo,Yes,No,3,4.2,12,1482,9.18E+11,"Kharghar, Navi Mumbai",Asian restaurant,"Today's Exclusive Dishes ,Recommended ,Wow! Wednesday,Bounce Back 2.1 Combos (Save Upto 45%) ,2022 Feast Up COMBOS,Chilli Momos (New Launch) ,Steam Momo ,Fried Momo ,Pan Fried Momo ,Butter Momo ,Tandoori Momo ,Burgers [Momo] ,Dessert ,Drinks (Beverages) .","Momos, Fast Food",?400 for two people (approx.),"Top layer was not cooked properly . 2.Pathetic food.... does not do justice to the name !!!! they should name it NOT so wow momos?????? the staff was very unprofessional they don't know what they are doing, they don't even know the name of the sauces used in momos.... Sauce was stale and had a very weird taste and smell .....very disappointed ????????  3. Stale food.",,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/ugren-tea-time-treats-kharghar-navi-mumbai/order,"Shop 13, Ground Floor, Shubh Home Tower, Plot 78, Sector 20, Kharghar, Navi Mumbai",Ugren Tea Time Treats,Yes,No,N/A,4.3,N/A,53,9.20E+11,"Kharghar, Navi Mumbai",Bakery and Cake Shop,"Recommended ,Breads ,Cakes ,Cookies ,Desserts .","Bakery, Desserts",?100 for one order (approx.),"Such delicious indulgence??
Scrumptious pie ever had.
Can’t thank this restaurant for such amazing treats??. 2. ONE OF THE BEST APPLE PIE I HAD AFTER A LONG TIME and the orange cake was amazing aswell would definitely recommend it too my friends. 3. Loved the cookies that I had ordered the other day. They were really soft and delicious. Would definitely recommend others",,Delivery,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/charcoal-eats-biryani-beyond-kharghar-navi-mumbai/order,"310, 3rd Floor, Little World Mall, Kharghar, Navi Mumbai",Charcoal Eats - Biryani & Beyond,Yes ,No,3.8,3.7,304,3045,9.19E+11,"Kharghar, Navi Mumbai",Restaurant,"Today's Exclusive Dishes ,Recommended ,Rivaaz e Biryani (550 Gms, Serves 1) ,Dawat e Khas (Serves 1) - New Launch ,Mini Dawat (1100 Gms, Serves 2) ,Kebabs & Platter ,Dawat (2200 Gms, Serves 4) ,Musafir Rolls - 7 Inches ,Combo e Jashn (Upto 10 % Off),Humsafar (Accompaniments) .","Rolls, Kebab, Biryani",?500 for two people (approx.),"This place is elegant with an impressive menu. I ordered some Tawa chicken roll for breakfast and therefore the food was amazing. The service was speedy and friendly. they're completely incredible! .2.we tend to are thus lucky to own this place simply a number of minutes run off from home which might deliver us our favorite food anytime if the day. Food is stunning, each the rolls and biryani varieties. The tawa chicken roll and nautanki paneer makhani biryani. Love this place and can continue to order. 3.Outstanding meal here. I had the ordered food ANd my colleague couldn't stop praising.
The workers will an incredible job of delivering the food on time , everything on the menu is incredibly cool. Can’t wait to come back back!",,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/maharashtra-lunch-home-kharghar-navi-mumbai/order,"Shop 22-24, Plot B2B, Gyaneshwari Building, Sector 12, Kharghar, Navi Mumbai",Maharashtra Lunch Home,Yes,No,4.4,4,640,6046,9.18E+11,"Kharghar, Navi Mumbai",Maharashtrian Restaurant,"Recommended ,Halka Fulka ,Starters ,Chinese Soup ,Chinese Veg Starter ,Indian Breads ,Chinese Chicken Starter ,Biryani & Rice ,Chinese Lamb Starter ,Main Course ,Chinese Seafood Starter,Momos ,Chinese Veg Main Course ,Main Course Sukka ,Chinese Non Veg Main Course ,Thalis ,Chinese Rice & Noodles ,Desserts ,Chinese One Meal Dish ,Drinks (Beverages) ,Kimchi Special ,Soups & Rassa ,Most Loved Combos .","North Indian, Maharashtrian, Malwani",?700 for two people (approx.),"Wowwww, that I can say for this food. Not only taste was amazingly good but also when food was reached to me, it was boling hot., ?? . 2.Everything was very good this time! Much appreciated. 3. Be more careful, and send sev from next time.",,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/ghee-and-turmeric-kharghar-navi-mumbai/order,"Shop 16 and 17, Little World Mall, Plot 21, Sector - 02, Kharghar, Navi Mumbai",Ghee And Turmeric,Yes,No,N/A,3.8,N/A,804,9.20E+11,"Kharghar, Navi Mumbai",Indian restaurant,"Recommended ,Starters [100% Desi Ghee] ,Main Course [100% Desi Ghee] ,Breads & Rice ,Thali [100% Desi Ghee],Desserts [100% Desi Ghee] ,Drinks (Beverages) .","North Indian, Desserts, Beverages",?350 for one order (approx.),"From the ordering and preparing…I called restaurant as my order was running late…restaurant didn’t picked my phone, not that from zomato. Also the food delivered, was not hot, shockingly bad experience?? .2.excellent quality food but a little expensive . 3. overall good experience.. will order again . ",,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/fatoush-kharghar-navi-mumbai,"Shop 36, Crystal Plaza, Hiranandani, Sector 7, Kharghar, Navi Mumbai",Fatoush,Yes,No,N/A,4.1,N/A,19500,9.18E+11,"Kharghar, Navi Mumbai",Fast food restaurant,"Today's Exclusive Dishes ,Recommended ,Shawarma ,Shawarma [ 8"" ] ,Burgers ,Momos ,Soups ,Starters ,Fried Rice and Noodles ,Combos ,Broasted Chicken .","Chinese, Fast Food, Lebanese",?150 for one order (approx.),"Recommended ,Shawarma ,Burger ,Sandwich ,Starters ,Others ,Biryani ,Zomato Exclusive Offer ,Cakes & Pastrys ,Juices .",, Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/gupta-sandwiches-snacks-kharghar-navi-mumbai/order,"Shop 15 & 16,  Key Stone Alita Building, Dmart Road, Sector 15, Kharghar, Navi Mumbai",Gupta Sandwiches & Snacks,Yes,No,N/A,4,N/A,9441,9.20E+11,"Kharghar, Navi Mumbai",Sandwich shop,"Recommended ,Burgers and Sandwiches ,Appetizers ,Pizza ,Panini ,Drinks (Beverages) .","Fast Food, Sandwich, Panini, Beverages, Shake",?100 for one order (approx.),"Nice food?? .2.totally worst , thanx for west my money and my time too .3.Fraud restaurant .",,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/chaatwich-kharghar-navi-mumbai/order,"Shop 1, Mita Height, Panvel City, Raigad, Kharghar, Navi Mumbai",Chaatwich,Yes,No,3.8,4,187,3791,9.18E+11,"Kharghar, Navi Mumbai",Fast food restaurant,"Recommended ,Fresh & Healthy Chaats ,Fresh & Healthy Pizza ,Fresh & Healthy Multigrain Rolls ,Fresh And Unique Sandwiches ,Fresh Toasted Sandwiches ,Fresh Grilled Sandwiches ,Assorted Party Boxes ,Others ,Fresh & Healthy Combos ,PEPSI Beverages ,New Years Special Combos .
","Sandwich, Pizza, Street Food, Fast Food",?400 for two people (approx.),have not followed instructions . 2. nice packing and taste. 3. Quality ok ?? ,,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/hot-momos-kharghar-navi-mumbai,"Shop 14, Plot 13/14, Suvarna CHS, Sector 7, Kharghar, Navi Mumbai",Hot Momos,Yes,No,4,4.1,257,2632,9.19E+11,"Kharghar, Navi Mumbai",Chinese restaurant,"Recommended ,Momos ,Fried Rice and Noodles ,Chinese ,Soups .","Momos, Chinese",?250 for two people (approx.),we requested a replacement but they repeated the same packaging issue which probably means they didn't take the feedback seriously. 2. Tasteless . 3. Not properly boiled and cooked.,,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/subway-kharghar-navi-mumbai,"1 & 2, Sai Swar Building, Near Little World Mall, Kharghar, Navi Mumbai",Subway,Yes,No,2.4,3.7,450,6451,9.17E+11,"Kharghar, Navi Mumbai",Sandwich shop,"Recommended ,Try New ,Sandwiches ,Signature Wraps ,Salads ,Breakfast Sandwich ,Sides ,Cookies and Dessert .","Healthy Food, Fast Food, Sandwich, Salad, Wraps, Beverages",?400 for two people (approx.),was just not what I asked for. very bad  2.I need my Refund for this 3. wrap wasn't so fresh.,,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/faasos-wraps-rolls-1-kharghar-navi-mumbai/order,"Shop 26/28 Simran Residency, Service Road Sector 7, Kharghar, Navi Mumbai",Faasos - Wraps & Rolls,Yes,No,N/A,3.9,N/A,29,9.18E+11,"Kharghar, Navi Mumbai",Restaurant,"Recommended ,Thandai Gujiya Meals by LunchBox ,Breakfast & Evening Wrap Meals (Save Upto 20%),Chefs Special Wraps ,Super Saver Wrap Deals (Save Upto 40%) ,Pocket Friendly Rolls ,Classic Wraps ,Signature Wraps ,Wrap Meals for 1 (Save Upto 15%) ,Wrap Meals for 2 & 4 (Save Upto 25%) ,Wrap Meals for Kids ,Rice Bowls ,Sides And Beverages,Desserts .","Fast Food, Wraps, North Indian, Desserts, Beverages",?200 for one order (approx.),Bad… 2.not worthy,, Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/zaara-juice-kharghar-navi-mumbai/order,"Shop 4, Crystal Plaza, Hiranandani, Sector 7, Kharghar, Navi Mumbai",Zaara Juice,Yes,No,N/A,3.9,N/A,704,9.18E+11,"Kharghar, Navi Mumbai",Restaurant,"Today's Exclusive Dishes ,Recommended ,Juices ,Sandwiches ,Protein Shakes ,Desserts ,Drinks (Beverages),Pav Bhaji ,Pizza ,Tawa Pulao ,Fries .","Juices, Beverages, Ice Cream, Shake",?150 for one order (approx.),cheese is much less . 2. it was mango juice rather mango mastani .3.hope they will add some salads next time .,, Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/desi-flavours-kharghar-navi-mumbai/order,"Shop 1, Plot 11D, Nandini Society, Sector 20, Kharghar, Navi Mumbai",Desi Flavours,Yes,No,3.2,3.6,235,15200,9.12E+11,"Kharghar, Navi Mumbai",Hotel,"Recommended ,Curated Combos & Meals ,Soups ,Kebabs ,Biryanis ,Main Course ,Indian Breads & Rice ,From The Chinese Counter ,Rolls ,Desserts .","North Indian, Chinese, Mughlai",?700 for two people (approx.),"portion too small for a single person's apetite . 2. Very Bad Experience, Never order again from this restaurant. 3.fast service !! very prompt ! thanks ??",, Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/nic-natural-ice-creams-kharghar-navi-mumbai,"Shop 1, Jai Natraj Building, Near Trishul Building, Kharghar, Navi Mumbai",NIC - Natural Ice Creams,Yes,No,N/A,4.4,N/A,2419,9.19E+11,"Kharghar, Navi Mumbai",Ice cream shop,"Recommended ,Combos ,Ice Cream 100ML ,Ice Cream 500ML ,Ice Cream 750ML ,Kulfi .",Ice Cream,?100 for one order (approx.),"Good taste of ice cream but 30% ice cream and 70% dryfruits that's why I had thought when I was ate the ice cream what I am eating ice cream or dryfruits, not satisfied with order . 2. The ice cream is ok. Really shocked about the package. Received the ice cream box without any packing. Really sad to receive something like this I this time. It's about safety. 3.taste as per the price
reasonable and best in its range.",,Delivery,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/lucky-tawa-kharghar-navi-mumbai,"11, Crystal Plaza, Hiranandani Complex, Sector 7, Kharghar, Navi Mumbai",Lucky Tawa,Yes,No,N/A,3.7,N/A,4660,9.19E+11,"Kharghar, Navi Mumbai",Mughlai restaurant,"Recommended ,Indian Sea Food ,Lucky Shwarma ,Tandoor Ka Kamal ,Tawa Special ,Indian (Main Course ) ,Signature Dishes ,Bakra Mandi ,Lucky,S Biryani ,Indian Breads ,Dal,Soups ,Chinese Starters ,Chinese Rice ,Chinese Noodles ,Rice With Gravies ,Chinese Seafood ,Salads And Papad .","North Indian, Mughlai, Chinese",?250 for one order (approx.),"the worst butter chicken i ever had in my life. Sour gravy no chicken pieces and no taste of butter at all...please dont order from here… 2.chicken pieces in the gravy was black inside.
very disappointed with the taste today. 3.the chicken was not fresh and it smelled.",,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/the-nawaabs-kharghar-navi-mumbai/order,"Shop 23, Plot 28, Bhoomi Towers, Sector 4, Kharghar, Navi Mumbai",The Nawaabs,Yes,No,4.2,4,450,3286,9.19E+11,"Kharghar, Navi Mumbai",Awadhi Restaurant,"Recommended ,Roomali Rolls ,Weekend Specials ,Combos ,Biryani ,Tikka & Kebabs,Non-Veg Salan,Veg Curry ,Tawa ,Breads ,Dal ,Rice ,Sides ,Dessert ,Drinks (Beverages) .","Awadhi, North Indian, Mughlai, Biryani, Oriental",?500 for two people (approx.),"We are burning our fingers 2nd time, it’s good lesson for me. henceforth we will not order through zomoto as well as hotel also, because zomoto haven’t any responsibilities. 2.Amazing quality chicken tikka masala roll delivered. Awesome.food preparation and presentation was also great ??overall I had great experience. 3.Food price is very reasonable and they followed all Covid protocol properly. Awesome work by management. Thank you for providing such great quality food.",,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/kimchi-asian-kitchen-by-maharashtra-lunch-home-kharghar-navi-mumbai/order,"Shop 17, Plot B-2-B & A 24, New Satara Cooperative Housing Society, Sector 12, Kharghar, Navi Mumbai",Kimchi Asian Kitchen By Maharashtra Lunch Home,Yes,No,3.7,3.8,40,1006,9.12E+11,"Kharghar, Navi Mumbai",Pan-Asian restaurant,"Recommended ,Kimchi Special ,Match Day Combos ,Soups ,Starters ,Main Course ,Fried Rice and Noodles ,Momos ,Snacks ,Desserts .","Chinese, Asian, Thai, Momos",?500 for two people (approx.),Yummy food from this restaurant all the time… .2. no sauce provided.. rice received with no salt 3. chicken piece was found in veg shezwan rice so the person was not able to eat as she was vegetarian.,,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/zohra-kharghar-navi-mumbai/order,"Shop 16 - 17, Plot 21, Simran Residency, Sector 7, Kharghar, Navi Mumbai",Zohra,Yes,No,3.9,4,802,21900,9.12E+11,"Kharghar, Navi Mumbai",Biryani restaurant,"Recommended ,Combos ,Sizzlers ,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani ,Chinese ,Fried Rice ,Noodles ,Desserts .","North Indian, Mughlai, Chinese, Biryani, Desserts, Beverages",?800 for two people (approx.),"It was tasty but quantity is less.
Plane Rice was more and masala was more. 2.not expected from Zohra.. like other hotels just providing boil rice in fried rice.. after 8 long years now into 2 minds with zohra.. disappointed. 3.very tasty food .",,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/dadi-ka-khazana-kharghar-navi-mumbai/order,"Shop 14, Plot C1, Prime Mall Lane, Sector 12, Near Petrol Pump, Kharghar, Navi Mumbai",Dadi Ka Khazana,Yes,No,N/A,3.7,N/A,1981,9.19E+11,"Kharghar, Navi Mumbai",Rajasthani Restaurant,"Recommended ,All Day Breakfast ,Dadi Ka Khazana Special Thali ,Multi Grain Combos ,Paratha Combos ,Rice and Phulka Combos ,Main Course ,Soya Chaap Range ,Phulke, Plain Paratha, Baati, Multi Grain Roti ,Paratha Options ,Rice and Biryani ,Special Khichdi Section ,Wraps ,Poori Kachori ,Regional Delicacies ,Accompaniments ,Dessert and Beverages ,Bulk Order Section [1 litre Packing] .",North Indian,?100 for one order (approx.),taste less food half cooked rice .worst thali experience.. 2.paratha was uncooked and very hard. 3.wrong oder very bad attitude very bad food useless pathetic.,,Delivery,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/applemint-kharghar-navi-mumbai,"Shop 32, Hiranandani Crystal Plaza, Sector 7, Kharghar, Navi Mumbai",Applemint,Yes,No,N/A,0,N/A,2905,9.20E+11,"Kharghar, Navi Mumbai",Dumpling restaurant,"
Recommended ,Litti Chokha ,Soups ,Starters ,Breads,Fried Rice and Noodles ,Momos ,Platter Junction .","Chinese, North Indian, Momos",?150 for one order (approx.),quantity should be more 2. Moms where undercooked . 3. Wast Of Money Next Time I Will Order from NIGHT XPRESS RESTAURANT Low cost and Tasty.,,Dine-in ,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/al-baik-the-king-of-chicken-kharghar-navi-mumbai,"Shop 19, Swarna CHS, Sector 7, Kharghar, Navi Mumbai",Al Baik,Yes,No,N/A,N/A,N/A,N/A,9.12E+11,"Kharghar, Navi Mumbai",Fast food restaurant,N/A,"Fast Food, Mughlai, North Indian",?400 for two people (approx.),N/A,,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/malvan-tadka-kamothe-navi-mumbai/order,"17, Shubh Kalash Complex, Sector 35, Kamothe, Navi Mumbai",Malvan Tadka,Yes,No,3.9,3.8,319,3101,9.19E+11,"Kamothe, Navi Mumbai",Seafood restaurant,"Recommended ,Papad ,Salad ,Raita ,Tandoori ,Malwan Specials ,Indian ,Rice & Noodles ,Desserts & Beverage ,Soups ,Starters ,Breads ,Snacks .","Malwani, North Indian, Chinese, Mughlai",?800 for two people (approx.),very bad experience . 2.Very late delivery so bad food. 3.One piece chicken in 348 rupees ...Ek time Angrejo ne loota ab ye loot rhe.,,Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/the-chinese-bistro-kamothe-navi-mumbai/order,"Shop 5, Plot 1, Tharwani Krupa, Sector 6A, Kamothe, Navi Mumbai",The Chinese Bistro,Yes,No,3.9,3.8,179,1951,9.19E+11,"Kamothe, Navi Mumbai",Chinese restaurant,"Recommended ,Combos ,TCB Treats ,Soups ,Starters,Main Course ,Fried Rice And Noodles ,Drinks (Beverages) ,Mom's Wonton's & Rolls .",Chinese,?500 for two people (approx.),"lip smacking experience all the way. I am really happy with the service provided by them.
Just marvelous experience all over the world without any thoughts at all.. 2.This is one of the best restaurant for hungry ones
Quality and service was excellent
Quantity of the dish was totally unpredictable
The price of the dish was totally affordable.. . 3.Ordered chicken hakka noodles from this restaurant
Uses of spices and indegrenets are perfect
The price of the dish was totally affordable
Taste totally seems like it was home made dish
Restaurant is pocket friendly..",, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/chinese-station-2-kamothe-navi-mumbai/order,"Shop 29/30/31, Sector 19, Plot 16/16A2, Precious Residency, KK Cinema Road, Kamothe, Navi Mumbai",Chinese Station,Yes,No,3.1,3.6,117,3998,9.17E+11,"Kamothe, Navi Mumbai",Chinese restaurant,"Recommended ,Soups ,Starters ,Main Course ,Fried Rice and Noodles ,Rice and Biryani ,Quick Bites ,Snacks .","Chinese, North Indian, Fast Food",?450 for two people (approx.),chiken lolipop too much hard spoil birthday party ?? . 2.good delivery by Mr shahaji .3.THE CHICKEN MANCHOW SOUP IS THE BEST 5 STAR RATING FOR IT. WHENEVER I FEEL LIKE HAVING SOUP THIS RESTAURANT IS MY FIRST CHOICE.,, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/al-baik-kamothe-navi-mumbai,"Shop 16, Plot 34, Sector 12, Mumtaz Manzil, Kamothe, Navi Mumbai",Al Baik,Yes,No,3.2,3.9,51,1345,9.17E+11,"Kamothe, Navi Mumbai",Fast food restaurant,"Today's Exclusive Dishes ,Recommended ,Shawarma [ 6"" ] ,Shawarma [ 8"" ] ,Crispy Broasted Chicken ,Soups ,Starters ,Chinese Main Course ,Burgers ,Momos ,Combos .","Chinese, Fast Food, Lebanese",?400 for two people (approx.),good is ok but got delayed .2.poor taste and quality .3.nice taste affordable price.,, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/the-village-kamothe-navi-mumbai/order,"Plot 25, Kohinoor Building, Sector 21, Kamothe, Navi Mumbai",The Village,Yes,No,3.5,3.9,221,1598,9.12E+11,"Kamothe, Navi Mumbai",North Indian restaurant,"Recommended ,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani,Fried Rice and Noodles ,Malwani Semi Dry Dishes ,Accompaniments,Desserts and Beverages .","Mughlai, North Indian, Chinese, Seafood",?650 for two people (approx.),"please dont go here... toattaly money waste... food was salty and overcooked black,and waiter accepted that food is not good then also not taken any action. please dont go 400 Rs waste on single dish .2.pathetic taste chicken rara never have this big pieces they are tasteless waste of money do not order from this restaurant . 3.did not like the taste at all. its pathetic. I order chicken rara n thy sent something else. I know how chicken ra ra tastes n these people cheated.",, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/masala-mantra-kamothe-navi-mumbai,"2, Plot 26, Satyam Arcade, Near Khandeshwar Railway Station, Kamothe, Navi Mumbai",Masala Mantra,Yes,No,3.1,3.8,95,1925,9.20E+11,"Kamothe, Navi Mumbai",Restaurant,"Recommended ,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani ,Fried Rice and Noodles ,Chinese Dihses ,Accompaniments ,Drinks (Beverages) ,Quick Bites .","North Indian, Chinese, Mughlai, Kebab, Biryani",?500 for two people (approx.),"I ordered 2 dishes 1 chiken adraki kabab and chiken masala, both dishes are tasteless.
bakwasssss food
please don't ordered food from here. 2. very bad taste, utter waste of money . 3. Ordered dum biryani was incompletely cooked, all Masala items were just grinded and mixed. Rice even was of not fresh.",, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/royal-darbar-kamothe-navi-mumbai/order,"Shop 1, Plot 81, System Height, Sector 19, Kamothe, Navi Mumbai",Royal Darbar,Yes,No,2.9,4,13,113,9.19E+11,"Kamothe, Navi Mumbai",North Indian restaurant,"Recommended ,Thali ,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani ,Chinese ,Fried Rice and Noodles ,Snacks ,Accompaniments .","North Indian, Mughlai, Chinese, Kebab, Biryani",?550 for two people (approx.),"I think you increase the quantity and work on its taste to get better . 2.delivery guy was in time with mask..good . 3.it was best dish i ever had chicken masala properly cooked not too much oil ,will try fee more dishes ,i requested for green chillies which they accepted but don't provide.",, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/hotel-royal-park-kamothe-navi-mumbai/order,"Shop 6, Plot 25A, Greenscape Royal Building, Near State Bank, Sector 7, Kamothe, Navi Mumbai",Hotel Royal Park,Yes,No,3.3,4,57,871,9.18E+11,"Kamothe, Navi Mumbai",North Indian restaurant,"Recommended ,Thali ,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani ,Fried Rice and Noodles ,Snacks ,Accompaniments .","North Indian, Chinese, Biryani, Mughlai",?600 for two people (approx.),Overall dish quality was below average. Way of making it is also different but not that great.. 2.stale biryani pathetic taste no taste chicken pieces are tasteless . 3. taste is good only issue is with packaging.very ordinal plastic packing .,, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/ashvita-kamothe-navi-mumbai/order,"Shop 5-7, Plot 20, Moreshwar Park, Kamothe, Navi Mumbai",Ashvita,Yes,No,3.4,3.8,77,1134,9.20E+11,"Kamothe, Navi Mumbai",Indian restaurant,"Recommended ,Chefs Special ,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani ,Fried Rice and Noodles ,Snacks ,Accompaniments .","North Indian, Chinese, Seafood, Biryani",?600 for two people (approx.),Ordered for chicken salad see what I received very nice ?? and let me know if someone can eat this only full bowl of mayonnaise . 2. got one wrong order. 3. The Khichdi is too oily.,, Dine-in ,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/dominos-pizza-kamothe-navi-mumbai,"21, Ground Floor, Shivleela Complex, Sector 6A, Kamothe, Navi Mumbai",Domino's Pizza,Yes,No,3.5,4.2,268,7228,9.17E+11,"Kamothe, Navi Mumbai",Pizza restaurant,"Recommended ,Chicken Lovers Pizza ,New Launches ,Veg Pizza ,Non-Veg Pizza ,Meals & Combos ,Pizza Mania ,Speciality Chicken ,Sides ,Drinks (Beverages) ,Dessert .","Pizza, Fast Food, Desserts, Beverages",?400 for two people (approx.),"mashroom not added but I have to paid money . 2.we did not receive the pizza and we were not informed that the order was cancelled store manager Mr Jitendra was very impolite in his talk and was trying to argue unnecessarily.such a behavior from dominos is not accepted.
money is not being refund too. 3.very nice i like it.",,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/mandarin-oak-the-heavenly-chinese-kamothe-navi-mumbai/order,"Shop 21, Shree Chamunda Harmony, Sector 18, Kamothe, Navi Mumbai",Mandarin Oak- The Heavenly Chinese,Yes,No,N/A,3.6,N/A,2542,9.18E+11,"Kamothe, Navi Mumbai",Chinese restaurant,"Recommended ,Mandarin Gravies ,Desserts and Beverages.","Chinese, Mughlai, Fast Food",?300 for one order (approx.),"veg Manchurian Gravy was mixed with Veg Manchurian schezvan rice, which wasn't acceptable, if one wishes to Eat it without Gravy which isn't possible in premixed package . 2. I ordered through Zomato, the order was to be delivered within 45mins but they kept delaying the order over an hour.. when. I called them they said they had cancelled the order from their side and had not updated on app.. such poor and pathetic service.. will never waste my time ordering from here. 3. not properly packed. Soup was leaking when i received it.",,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/ajwaa-kamothe-navi-mumbai/order,"Shop 21/22, Plot 33-34, Ground Floor, Grandeur CHS, Sector-20, Kamothe, Navi Mumbai",Ajwaa,Yes,No,3.8,3.8,131,305,9.19E+11,"Kamothe, Navi Mumbai",Restaurant,"Recommended ,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani,Fried Rice and Noodles ,Rolls ,Shawarma ,Snacks .","Mughlai, Chinese, North Indian, Biryani, Lebanese",?450 for two people (approx.),please add some coupon so that the tax amount could be adjusted to some extent. 2.too late ....... had to wait such a long time. 3.Delivery Partner was awesome bt hotel service 8s very bad not satisfied.,,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/vanitas-lunch-home-kamothe-navi-mumbai/order,"Shop 8, Plot 16, Satyam Arcade, Sector 15, Kamothe, Navi Mumbai",Vanita's Lunch Home,Yes,No,3.7,3.5,123,5630,9.18E+11,"Kamothe, Navi Mumbai",Maharashtrian Restaurant,"Recommended ,Thali ,Main Course ,Breads ,Quick Bites ,Dessert and Beverages.","Maharashtrian, Street Food",?300 for two people (approx.),food quality is not good doesn't look vanita's veg thali. 2.portion can be increased . 3I order 2 tandul bhakari n they send me 1 bhakari n 2 chapati... they also not inform me .... very disappointed.,,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/box8-desi-meals-kamothe-navi-mumbai/order,"Shop 1, Ambe Shraddha, Sector 36, Near Kamothe, Navi Mumbai",Box8 - Desi Meals,Yes,No,N/A,3.9,N/A,3417,9.18E+11,"Kamothe, Navi Mumbai",Indian restaurant,"Recommended ,All-in-1 Thali Meals ,Desi Rice Bowls ,Desi Curries,Mini Thali Meals ,Dum Biryani ,Paratha Wraps ,Starters ,Desserts ,Sides & Drinks ,Ice creams by Globo .","North Indian, Sandwich, Biryani, Mughlai, Ice Cream, Desserts, Beverages",?200 for one order (approx.),"Taste wasn’t like theeka Meetha wings, I thought it would be like honey glazed crispy wings . 2.The desserts were up to the mark, keep it up, great taste and good packaging ??. 3.not worth of money. less qty Taste: medium. too costly.",,Delivery,"Kamothe, Navi Mumbai"
