url,address,name,online_order,book_table,Dining(rate),Delivery(rate),Dining(votes),Delivery(votes),phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city)
https://www.zomato.com/mumbai/durwa-1-kamothe-navi-mumbai,"Shop 15, Plot 2, Patel Plaza, Sector 17, Kamothe, Navi Mumbai",Durwa,Yes,No,3.8,3.9,232,9522,9.18E+11,"Kamothe, Navi Mumbai",Takeout restaurant,"Recommended ,Soups And Salads ,Starters ,Fried Rice And Noodles ,Main Course ,Rice And Biryani ,Seafood Dishes ,Breads ,Sweet ,Drinks (Beverages) ,Thali ,Accompaniments ,Signature Non Veg Dish .","North Indian, Chinese, Biryani, Malwani",?500 for two people (approx.),"paneer was not at all fresh . 2.very nice person, so politely and peaceful !. 3.worst dal khichdi daal rice mix karke de dia pura Pani tha daal.",,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/mojo-pizza-2x-toppings-kamothe-navi-mumbai/order,"Shop 1, Ambe Shraddha, Panvel City, Sector 36, Kamothe, Navi Mumbai",MOJO Pizza - 2X Toppings,Yes ,No,N/A,4.1,N/A,3180,9.18E+11,"Kamothe, Navi Mumbai",Pizza restaurant,"Recommended ,Big 10"" Pizzas | Veg [Serves 2-3],Big 10"" Pizzas | Non-Veg [Serves 2-3] ,Regular 7"" Pizzas | Veg [Serves 1] ,Regular 7"" Pizzas | Non-Veg [Serves 1] ,Starters ,Garlic Breads ,Desserts & Drinks ,Ice creams by Globo .","Pizza, Fast Food, Desserts, Beverages",?250 for one order (approx.),order was not which we ordered. 2.toppings are good Compare to other brands in Market but there is much more needed to Increase the taste of pizza...It's Fair not Fully happy with the product. 3. the pizza sauce was sore.,,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/oho-shawarma-1-kamothe-navi-mumbai/order,"Shop 3, Plot 09, Shanti Kunj, Sector 19, Kamothe, Navi Mumbai",Oho Shawarma,Yes,No,N/A,N/A,N/A,N/A,9.18E+11,"Kamothe, Navi Mumbai",Shawarma restaurant,"Recommended  ,Shawarmas ,Broasted Chicken ,Fries ,Platters & Combos ,Salads ,Drinks (Beverages) .",Lebanese,?150 for one order (approx.),N/A,,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/gupta-panipuri-and-icecream-kamothe-navi-mumbai/order,"Shop 12, Plot 2, Patel Plaza, Sector 17, Kamothe, Navi Mumbai",Gupta Panipuri And Icecream,Yes,No,3.2,4.2,1,141,9.18E+11,"Kamothe, Navi Mumbai",Panipuri shop,"Recommended ,Snacks ,Desserts .","Street Food, Ice Cream",?200 for two people (approx.),"no any problem . 2.yummy....i like it ...?? . 3.not good kulfi.....not at all hygienic....hair strand found in Punjabi kulfi....the kulfi were not packed or sealed....not even wrapped
dont order from this place.....",,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/amber-kamothe-navi-mumbai,"1/2, Plot 65, Sector 35, Kamothe, Navi Mumbai",Amber,Yes ,No,3.2,3.9,124,1438,9.20E+11,"Kamothe, Navi Mumbai",Chinese restaurant,"Recommended ,Soups ,Starters ,Fried Rice and Noodles ,Extras .",Chinese,?350 for two people (approx.),"hotel doesn't follow order properly.
very rude management.
please don't order in this restaurant . 2.Taste is very Chabukkkkkkkkkkkkk. 3.nice service ??.",,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/senthur-murugan-dosai-center-kamothe-navi-mumbai/order,"Shop 5, Plot 64, Silver Star, Sector 18, Kamothe, Navi Mumbai",Senthur Murugan Dosai Center,Yes ,No,N/A,4,N/A,149,9.20E+11,"Kamothe, Navi Mumbai",Restaurant,"Recommended ,Dosa ,Uttapam ,South Indian ,Puri Alu Masala .",South Indian,?50 for one order (approx.),wrong order delivered . 2.nice taste. 3.really good food and lovely idili.. just the same is too spicy for my taste bud over all good food.,,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/desire-instant-chai-maza-aajaye-kamothe-navi-mumbai,"Shop 1, Plot 9, Shradha Haritage, Sector 7, Kamothe, Navi Mumbai",Desire Instant Chai Maza Aajaye,Yes,No,N/A,4,N/A,40,9.19E+11,"Kamothe, Navi Mumbai",Coffee shop,"Recommended ,Chai ,Breakfast ,Drinks (Beverages) .","Fast Food, Beverages, Tea",?50 for one order (approx.),"very good
keep up with the quality.
loved it. 2.Yea taste was good. But till the time it reaches the destination it becomes warm. So request to look into other alternative for packing. 3.Really Good.. loved the bun maska and Chai..",,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/varhadi-misal-kamothe-navi-mumbai/order,"Plot 86/87, Shop 10, Awaas Building, Sector - 19, Kamothe, Navi Mumbai",Varhadi Misal,Yes,No,3.3,4,7,150,9.20E+11,"Kamothe, Navi Mumbai",Restaurant,"Recommended ,Dessert ,Varhadi Misal,Add On .",Maharashtrian,?200 for two people (approx.),"Spicy ?? and Tasty ??
Next time please provide sufficient Farsana which can imerse in the misal curry. 2.kachori taste was good. vada taste okok. 3.ordered first time from this place, content with the taste, right amount of spicy for the people who love to eat spice food. good quantity of rassa, missal.",,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/mirch-masala-kamothe-navi-mumbai,"Shop 3, 4 & 5, RB Complex, Sector 16, Kamothe, Navi Mumbai",Mirch Masala,Yes,No,3,N/A,22,N/A,9.20E+11,"Kamothe, Navi Mumbai",North Indian restaurant,"Recommended ,Our Specials,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani ,Fried Rice and Noodles ,Snacks .","North Indian, Chinese, Mughlai, Malwani",?450 for two people (approx.),On of the best food good teasty fast take away service beryani teasty super ???????????? .2.I like the service of surrender and also give compliments to Santosh Shetty for great staff ..I enjoyed the service and the food also ..full satisfaction . 3.food is good but not soup. quantity is also less,,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/neelkanth-sweets-dry-fruits-kamothe-navi-mumbai/order,"7, Plot 5, Prem Amber, Sector 16, Kamothe, Navi Mumbai",Neelkanth Sweets & Dry Fruits,Yes,No,N/A,3.9,N/A,230,9.18E+11,"Kamothe, Navi Mumbai",Mithai Shop,"Recommended ,Sweets ,Bangali Sweets ,Dosa ,Chinese ,Sandwiches ,Pizza ,Roll ,Snacks ,Chaat ,Chole Bhature ,Pav Bhaji ,Farsan ,Drinks (Beverages) ,Dessert .","Mithai, Fast Food",?100 for one order (approx.),"Taste was good but packing need to be improved. 2.Super cold food delivered. Delivered before time, but no use.. Samosas were super cold!. 3.bad food not good quality.",,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/south-aroma-kamothe-navi-mumbai/order,"Shop 1-2, Plot 22 A, Uma Shiv Corner CHS, Opposite Gokul Dairy, Sector 19, Kamothe, Navi Mumbai",South Aroma,Yes,No,3.8,3.8,21,360,9.20E+11,"Kamothe, Navi Mumbai",South Indian restaurant,"Recommended ,Breakfast ,Breakfast Combos ,Veg Soup ,Non Veg Soup ,Idli and Vada ,Starters ,Main Course ,Chinese Rice and Noodles ,Thali and Variety Rice ,Rice and Biryani Combo ,Breads .",South Indian,?300 for two people (approx.),Nice combination . 2.Money wasted bad taste idli sambhar is ok in taste. 3.great taste. Nice packing.,,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/lunchbox-meals-and-thalis-kamothe-navi-mumbai,"Shop 21, Shree Chamunda Harmony CHS Ltd, Sector 18, Kamothe, Navi Mumbai",LunchBox - Meals and Thalis,Yes,No,N/A,3.8,N/A,417,9.17E+11,"Kamothe, Navi Mumbai",Restaurant,"Recommended ,Holi Specials ,Breakfast Box ,Paratha Lunchbox ,Kulcha Bread Lunchbox- ,Basmati Rice Lunchbox ,Chapati Lunchbox ,Executive Lunchbox,Biryani Box ,North Indian Curries (Half KG) ,Classic Wraps (Powered by Faasos) ,Chinese Lunchbox,Festive Box [Savings upto 15%] ,Make Your Own Mini Meals (Savings Upto 30%) ,Upvas Specials,Breads and Accompaniments ,Starters and Beverages ,Desserts- .","North Indian, Fast Food, Wraps, Biryani, Desserts, Beverages",?200 for one order (approx.),"very stale n not expected such burnt n stale chapati s , have always ordered from lunch box but very disappointed this time
paid tax of a hundred rupees for almost 200rupees stale n burnt chapatis. Did you'll think you'll were feeding the dogs. 2.Paratha is missing... ??. 3.Horrible stale chapatis delivered.",,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/kokan-katta-kamothe-navi-mumbai/order,"Shop 16, Plot 50 & 63-65, Silver Star CHSL, Sector 18, Kamothe, Navi Mumbai",Kokan Katta,Yes,No,3.5,3.5,108,3448,9.18E+11,"Kamothe, Navi Mumbai",Konkani restaurant,"Recommended ,Soups,Starters ,Main Course,Breads ,Rice and Biryani ,South Indian ,Chinese ,Fried Rice and Noodles,Snacks ,Accompaniments,Drinks (Beverages) .","Malwani, North Indian, Chinese, Seafood, Biryani",?700 for two people (approx.),"very poor taste. Not properly prepared. Tasteless stuff. 2.We gave them party order for 25 ppl. Mutton, Chicken and Veg Briyani were well cooked and neatly prepared. Also tandoori chicken and veg crispy was quite good. Taste was also satisfying. Our guest were happy with taste. We regularly order Malvani dishes and fish. It’s tasty. Keep the taste same. 3.food was stale, delivered stale and one steamed rice was missing from order.",,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/yaaran-di-kulfi-kamothe-navi-mumbai/order,"Shop 8, Plot 67/68, Moreshwar Complex, Sector 18, Kamothe, Navi Mumbai",Yaaran di Kulfi,Yes,No,N/A,4.3,N/A,1156,9.20E+11,"Kamothe, Navi Mumbai",Ice cream shop,"Recommended ,Zomato Exclusive Combos ,Candy Kulfi ,Slice Kulfi ,Matka Kulfi ,Falooda .","Desserts, Ice Cream",?50 for one order (approx.),"Street falooda is better than yaaran di falooda ...taste was not great at all… .2. Al their kulfi's r reasonable and tastes best, my personal favourite is paan kulfi. Hope they bring more varieties in kulfi. 3.the butterscotch candy was delicious, so was the falooda.",,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/bombay-burgers-kamothe-navi-mumbai/order,"Shop 4, Plot 9, Shanti Kunj CHS, Sector 19, Kamothe, Navi Mumbai",Bombay Burger's,Yes,No,3.1,4.1,2,107,9.17E+11,"Kamothe, Navi Mumbai",Fast food restaurant,"Recommended ,Burgers ,Bucket ,Rolls/Frankie/Wraps ,Pizza's ,Crispy Fried Momos ,Chicken Snacks .","Burger, Pizza, Rolls, Fast Food",?300 for two people (approx.),"Ordered Chesse Fries and burger tasty ?? do order

Pocket friendly
Variety of menu
Service is good
Worth to money
Quality is good
patty is fresh. 2.Quantity was good, but taste was compromised. It was tasteless. 3.Portion sucks, the size of momos is very small, the bun of Burger was not fresh also the burger did not taste good.",,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/merwans-cake-stop-old-panvel-navi-mumbai/order,"Shop 16, Plot 125/A, Neelkanth Darshan, Old Panvel, Navi Mumbai",Merwans Cake Stop,Yes,No,N/A,4.3,N/A,258,9.12E+11,"Kamothe, Navi Mumbai",Cake shop,"Recommended ,Cakes ,Pastries ,Desserts .","Bakery, Desserts, Fast Food, Rolls, Pizza, Beverages",?50 for one order (approx.),average taste...dried spunge...not worth the money .2.Thanks for lovely cake ??. 3.what kind of message do you even write or don't you check how it should be? idk if it's the restaurant fault or delivery person but clearly both of them could have been in sync to make sure it is delivered as per asked.,,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/kwality-walls-frozen-dessert-and-ice-cream-shop-2-kamothe-navi-mumbai,"Shop 3, Plot 25E/25F, Jai Ganraj, Building, Sector 07, Kamothe, Navi Mumbai",Kwality Wall’s Frozen Dessert and Ice Cream Shop,Yes,No,N/A,4.5,N/A,325,9.20E+11,"Kamothe, Navi Mumbai",Ice cream shop,"Cake,Ice Cream,Desserts","Ice Cream, Desserts",?100 for one order (approx.),good taste. 2.Quality wise superb. 3.superb they provide me the ice bag too that was really grate and loved the dilvery.,,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/bangalore-iyangars-bakery-kamothe-navi-mumbai/order,"Shop 8 & 9, Plot 122, Near Mayur Park Building, Sector 36, Kamothe, Navi Mumbai",Bangalore Iyangar's Bakery,Yes,No,N/A,3.6,N/A,42,9.19E+11,"Kamothe, Navi Mumbai",Bakery and Cake Shop,"Recommended ,Cakes and Pastries ,Desserts ,Snacks .","Bakery, Fast Food, Desserts",?50 for one order (approx.),make sure you read the order properly and deliver the order. 2.cake was totally spread even name not showing this cake I am very disappointed. 3.name on cake was not right also design not that i was expected.,,Delivery,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/cafe-creme-kamothe-navi-mumbai,"11-12, Kunj Comlex, Sector 11. Plot No 47, Kamothe, Navi Mumbai",Cafe Creme,Yes,No,2.9,4,33,350,9.20E+11,"Kamothe, Navi Mumbai",Coffee shop,"Recommended ,Burgers and Sandwiches ,French Fries with Pizza ,Pasta ,Momos ,Wrap ,Nachos ,Nuggets ,Kuka ,Ice Cream ,Junket ,Choco Cremes ,Chocolate Exclusive and Brownie ,Creme Shakes ,Creme Mastani .","Cafe, Desserts",?300 for two people (approx.),"I've visited this cafe almost every other day during college times, their well known for their Kuka's - which is thick cold coffee

I've had Kuka which crush which is thick cold coffee with chocolate shavings, its enough for one person

Their other items are also good but one must go foe their kuka variety. 2.French fries so less in quantity and shakes I have ordered 2 but is seems to be 1 divided into .  3.quantity very less compare as money m not happy with this food.",,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/malvani-days-kharghar-navi-mumbai/order,"Shop 1 & 2, Tharwani Heritage, Sector 7, Kharghar, Navi Mumbai",Malvani Days,Yes,No,4.1,3.9,241,1198,9.18E+11,"Kharghar, Navi Mumbai",Seafood restaurant,"Recommended ,Indo-Chinese ,Thali ,Soups ,Starters ,Seafood Dishes ,Maharashtrian Dishes ,Biryani ,Main Course,Rice ,Breads ,Accompaniments ,Drinks (Beverages) ,Dessert .","Seafood, Biryani, Beverages, North Indian, Malwani, Maharashtrian",?700 for two people (approx.),"you have not send me the takha curd rice .2.Best Malvani Cuisine in the entire area
Chicken Sagoti was just perfectly authentic and just the way it should be
Prawns koshimbir was Soo good with the perfect flavours of onion tomato coconut and fresh prawns
Bangda fry has good hint of ginger garlic lemon was full of flavours and perfectly crispy
Very fresh sea food. 3.Friend suggested me to order from Malvan days
This restaurant is the most famous malvani restaurant in entire kharghar
Surmai thali
Bombil fry
Crab soup
Lollipop
Prawn biryani
Each and every thing was full of perfection and flavours
Best Malvani food I have eaten.",,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/sukh-sagar-family-restaurant-kalamboli-navi-mumbai,"Shop 20, Plot 43 A/44 A, Neelkanth Heights, Sector 16, Roadpali, Kalamboli, Navi Mumbai",Sukh Sagar Family Restaurant,Yes,No,3.4,3.8,24,1374,9.18E+11,"Kalamboli, Navi Mumbai",Vegan restaurant,"Recommended ,Main Course ,Starters ,Breads ,Rice and Biryani ,Fried Rice and Noodles ,Sandwiches ,Snacks ,Accompaniments ,Soups and Salads ,Desserts and Beverages .","South Indian, North Indian, Chinese, Fast Food",?600 for two people (approx.),I ordered idli from this place. Its not worth it. The sambhar was like tomato juice. The idli was not filling at all. It was too thin. Its not worth the price. The packaging was fine but i will probably never order from here again. 2.The juice was horrible. I am not even tryin pav bhaji. Need full refund now. 3.tasty food.,,Dine-in,"Kalamboli, Navi Mumbai"
https://www.zomato.com/mumbai/big-bowl-company-kharghar-navi-mumbai/order,"13, 14, Ground Floor, Siddhivinayak Residency, Sector 20, Kharghar, Navi Mumbai",Big Bowl Company,Yes,No,N/A,3.5,N/A,321,9.12E+11,"Kharghar, Navi Mumbai",Restaurant,"Recommended ,Chef's Specials ,Newly Launched ,Starters & Soup ,Momos (Dumplings) ,Biryani Bowls ,Indian Bowls ,Chinese Bowls ,Drinks & Desserts.","Chinese, Beverages",?250 for one order (approx.),"it was not spicy at all. 2.Super taste. 3.PATHETIC!!!
Ordered Mutton Biriyani last week and it is the worst ever Biriyani I had.

1. The rice was as sweet as it could be.
2. The mutton pieces were as hard as it was kept in refrigerator for many days.
3. The entire flavour of rice was like raw milk.

Never going to order any dish from this restaurant.

",,Delivery,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/suryoday-kharghar-navi-mumbai/order,"Shop 03/ 04, Plot 51-B, Mita Heights CHS, Sector 20, Opposite Ramseth Thakur School, Kharghar, Navi Mumbai",Suryoday,Yes ,No,3.9,4,116,691,9.20E+11,"Kharghar, Navi Mumbai",Restaurant,"Recommended ,Soups and Salads ,Starters ,Sizzlers ,Main Course ,Roti ,Rice and Biryani,Fried Rice and Noodles ,Sandwiches ,Snacks ,Drinks (Beverages),Accompaniments ,Desserts .","North Indian, Chinese, South Indian, Fast Food, Shake",?500 for two people (approx.),Cholle was fresh and yummy Nice packaging what I loved was bhature very less oil in it nice soft and warm keep it up. 2.I received only 1 Aloo Paratha wherein I had ordered & paid for 2!!!. 2.Best hotel for vegetarians. Paneer shashlik sizzler is my personal favourite. Once suggestion please update the songs list which is played at the restaurant ??.,,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/the-j-kharghar-navi-mumbai/order,"35, Bhoomi Tower, Sector 4, Near ITM College, Kharghar, Navi Mumbai",The J,Yes,No,3.5,4.2,4,2523,9.20E+11,"Kharghar, Navi Mumbai",Fast food restaurant,"Recommended ,Vegetarian Fries,Non-Vegetarian Fries ,Shakes,Burgers ,Sides ,Drinks (Beverages) .","Fast Food, Beverages, Shake, Burger",?400 for two people (approx.),"fries were soggy, and cold. 2.The quality was so less. 3.I didn't got nachos.",,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/baskin-robbins-1-kharghar-navi-mumbai/order,"322, Food Court, Little World Mall, Sector 2, Kharghar, Navi Mumbai",Baskin Robbins,Yes,No,2.6,4.5,23,545,9.12E+11,"Kharghar, Navi Mumbai",Ice cream shop,"Recommended ,Winter wonderland,BR X Hershey's ,Scoops ,Homepacks ,Ice cream Cakes,Sundaes, Waffles & Brownie ,Ice Cream Sandwich ,Twin combo packs at special prices(10% off) .",Ice Cream,?300 for two people (approx.),Delivered without proper packing. 2.Quantity as mentioned for my order was 500 ml each. Both put together was 500 ml after I had opened the box. Disappointing quantity. 3.Disgusted with their service. Had placed an order for 1 litre pack and they had the audacity to send a 700ml pack. Huge thanks to the invalid phone no. they provide on their sites to keep doing these scams.,,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/kolkata-kebabs-rolls-kamothe-navi-mumbai,"Shop 9, Plot 10, Krishna Apartment, Sector 36, Kamothe, Navi Mumbai",Kolkata Kebabs & Rolls,Yes,No,2.9,3.7,54,1808,9.18E+11,"Kamothe, Navi Mumbai",Fast food restaurant,"Recommended,Zomato Exclusive Combos ,Rolls ,Meals .","Rolls, North Indian",?300 for two people (approx.),I tried double egg chicken roll from this place and I must say that the taste of roll was really good.  2.want refund.  3.next time i want more spice??????.,,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/zakkas-misal-express-kamothe-navi-mumbai/order,"Plot 28, Shop 29, Sheetal Dhara CHS, Sector 7, Kamothe, Navi Mumbai",Zakkas Misal Express,Yes,No,N/A,N/A,N/A,N/A,9.20E+11,"Kamothe, Navi Mumbai",Restaurant,"Misal ,Snacks,Dessert .","Maharashtrian, Street Food",?50 for one order (approx.),N/A,,Dine-in,"Kamothe, Navi Mumbai"
https://www.zomato.com/mumbai/shree-gurukrupa-kalamboli-navi-mumbai/order,"117A, Near Warehouse Complex, Kalamboli, Navi Mumbai",Shree Gurukrupa,Yes,No,3,3.8,41,1641,9.12E+11,"Kalamboli, Navi Mumbai",South Indian restaurant,"Recommended,Combos ,Soups ,Main Course ,Breads ,Rice and Biryani,South Indian Dishes ,Fried Rice and Noodles ,Pizza ,Sandwiches ,Snacks and Chaat ,Pav Bhaji ,Accompaniments ,Desserts and Beverages .","South Indian, North Indian, Fast Food, Chinese, Beverages, Shake",?500 for two people (approx.),person delivered order had not returned remaining balance. 2.Quantity was good but the juice was too sugary! Lessen the amount of sugar powder that you add please!.  3. 1 chapati was not there.,,Dine-in,"Kalamboli, Navi Mumbai"
https://www.zomato.com/mumbai/rasam-only-veg-restaurant-kalamboli-navi-mumbai/order,"Shop 10 & 11, Plot 4, Neelsiddhi Amratne, Phase 2, Sector 9E, Roadpali, Kalamboli, Navi Mumbai",Rasam Only Veg Restaurant,Yes,No,3.3,3.9,55,1087,9.18E+11,"Kalamboli, Navi Mumbai",South Indian restaurant,"Recommended ,Combo and Thali,Soups ,Starters ,Main Course ,Breads ,Rice and Biryani ,South Indian Dishes ,Fried Rice and Noodles ,Sandwiches ,Snacks ,Pav Bhaji ,Accompaniments ,Dessert and Beverages .","South Indian, Chinese, North Indian, Fast Food, Street Food, Shake",?600 for two people (approx.),Very bad restaurant. Not at all following cooking instructions. 2.Worst experience so far in my online ordering . Don’t ever order from here. 3.The worst pavbhaji ever I ate. The bhaji is having small kankars which is again very very unhygienic.,,Dine-in,"Kalamboli, Navi Mumbai"
https://www.zomato.com/mumbai/fire-bowl-chinese-kalamboli-navi-mumbai/order,"Shop 10, Plot A/16, Maruti Cresent Building, Sector 14, Kalamboli, Navi Mumbai",Fire Bowl Chinese,Yes,No ,3.6,3.6,75,1284,9.20E+11,"Kalamboli, Navi Mumbai",Chinese restaurant,"Recommended,Soups ,Starters ,Gravy ,Rice And Noodles .","Chinese, Fast Food",?500 for two people (approx.),awesome. keep rocking stay amazing. ????. 2.I just got 1 chicken fried rice but I had ordered chicken chilli with choice rice.  3.The worst Chinese I had the misfortune of ever tasting….,,Dine-in,"Kalamboli, Navi Mumbai"
https://www.zomato.com/mumbai/karbhareen-misal-kharghar-navi-mumbai/order,"Shop 16, Ground Floor, Yash Nagri Chs Ltd, Kharghar, Navi Mumbai",Karbhareen Misal,Yes,No,N/A,4,N/A,20,9.18E+11,"Kharghar, Navi Mumbai",Fast food restaurant,"Recommended ,Misal ,Snacks ,Drinks (Beverages) .","Street Food, Maharashtrian",?200 for two people (approx.),"very good misal with quantity of Farsan and spice levels. good quality with sprouts and proper packaging. 2.Spicy and tasty misal , farsan was so awesome , and vada was also good !! Best poha i ever had , must try from here !!! ?? Recommended. 3.Perfect taste at a very reasonable price.",,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/nothing-but-chicken-kharghar-navi-mumbai/order,"Shop 5, Plot 48, Ground Floor, Sai Moksh CHS, Sector-15, Kharghar, Navi Mumbai",Nothing But Chicken,Yes,No,N/A,4,N/A,748,9.19E+11,"Kharghar, Navi Mumbai",Chicken shop,"Recommended ,NBC Signature ,Family Combos ,Grilled Chicken Salads ,Corn Fed Fresh Chicken ,Pre-Marinated Chicken ,Pow Wow ,Sausages and Salamis ,Classic Chicken Snacks .","Fast Food, Salad",?200 for one order (approx.),portion was less for the price. 2.extremely good taste..very satisfying. 3.it can't be said as vada pav...it is chicken burger. the chicken patties are not tasty.,,Delivery,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/sai-krupa-pure-veg-restaurant-1-kharghar-navi-mumbai/order,"Shop 1B, Plot 184, Haware Tiara Complex, Sector 13, Kharghar, Navi Mumbai",Sai Krupa Pure Veg Restaurant,Yes,No,3.3,3.4,33,728,9.19E+11,"Kharghar, Navi Mumbai",Restaurant,"Recommended ,Chaap Curries,Accompaniments ,Snacks ,Starters ,Pav Bhaji ,Sandwiches ,Soups ,Dal,Chinese ,Rolls,Indian,Dosa And Uttappa ,Fasting Foods,Basmati Ka Khajana,Combo ,Exclusive Combos @ 229,Beverages Combos @ 229,Papad ,Curd And Raita,Lunch And Dinner ,Salad,Fruits Salad & Jelly,Milk Shakes ,Maggie ,Drinks (Beverages),Dessert ,Paan ,Roti,Match Day Special Combos ,Punjabi Dishes (Main Course) ,Roti (Breads) .","North Indian, South Indian, Chinese, Maharashtrian, Street Food, Sandwich, Biryani, Beverages",?500 for two people (approx.),"Lassi has horrible taste. 2. This wasn’t pav bhaji. This was pav gravy. 3.I order from Zomato Kaju paneer, Veg kolhapuri and butter roti. But I received the order from Swiggy at my address but I received only kaju paneer and Veg kolhapuri bhaji only. I haven't received Butter roti, get back to me as soon as possible. I paid full amount for my hole family's lunch but you or your delivery boy misbehave with my order I don't know. Worst and foolish service from Zomato. your fello customer service executive is not ready to answer of my question, I have all proof with me to prove it just like to say call recording and screenshot of whichever she had a word with me. get back to me ASAP, or else I am going to raise the complaint against your shameless company and Sue...read more",,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/maharani-foods-kharghar-navi-mumbai/order,"Shop 3, Plot 120, Peace Villa, Sector 10, Kharghar, Navi Mumbai",Maharani Foods,Yes,No,3.7,4.1,36,2140,9.18E+11,"Kharghar, Navi Mumbai",Catering,"Recommended ,Combos and Thali,Main Course ,Breads ,Rice ,Desserts ,Snacks ,Drinks (Beverages).","Bengali, North Indian",?300 for two people (approx.),Very less quantity I got it in a small cup… taste was good.  2. quantity is really less. 3.Very disappointed with quantity of food and taste also very bad ??.,,Dine-in,"Kharghar, Navi Mumbai"
https://www.zomato.com/mumbai/ikka-pallavi-avida-kalamboli-navi-mumbai/order,"Hotel Pallavi Avida, Site 6, Roadpalli, Sector 10 E, Near Reliance Mart, Kalamboli, Navi Mumbai",Ikka - Pallavi Avida,Yes,No,4.3,3.2,1008,271,9.18E+11,"Kalamboli, Navi Mumbai",Restaurant,"Recommended ,Breakfast,Soups and Salad ,Starters,Main Course ,Breads ,South Indian ,Pizza and Pasta ,Burgers and Sandwiches ,Snacks ,Accompaniment,Drinks (Beverages).","North Indian, Chinese, Fast Food","?1,200 for two people (approx.)","chicken handi 4 pieces for 400?
shameless people.. 2.Misleading pics of place and horrible food made me spoil my anniversary dinner. Really very disappointed with the tasteless food and below average ambience. Service was gud. 3.Very good hotel with delicious food staff are very helpful specially mr.munna are given good service and good suggestion for menu choice.",,Dine-in,"Kalamboli, Navi Mumbai"
https://www.zomato.com/mumbai/la-crosta-kharghar-navi-mumbai/order,"Shop 8, Vakratund Society, Sector 4, Near Yerela Medical College, Kharghar, Navi Mumbai",La Crosta,Yes,No,4.2,4.1,573,8798,9.19E+11,"Kharghar, Navi Mumbai",Italian restaurant,"Today's Exclusive Dishes ,Recommended,Appetizers ,Fries ,Special Combos ,Meal Deals ,Salads ,Healthy Wraps ,Pizza and Pasta ,Sandwiches and Burgers ,Drinks (Beverages) ,Desserts .","Sandwich, Burger, Pizza, Italian, Beverages",?500 for two people (approx.),amazing food. 2.i want replacement. 3.it was a nice treat! everything we ordered arrived on time and the food tastes good.,,Dine-in,"Kharghar, Navi Mumbai"
